image,field,correct,critical
026_damaged.jpg,unit,False,False
026_damaged.jpg,serial,False,False
026_damaged.jpg,po_number,False,False
026_damaged.jpg,barcode,False,False
027_damaged.jpg,sku,False,False
027_damaged.jpg,lot,False,False
027_damaged.jpg,quantity,False,False
027_damaged.jpg,unit,False,False
027_damaged.jpg,serial,False,False
027_damaged.jpg,po_number,False,False
027_damaged.jpg,barcode,False,False
028_rotated.jpg,sku,False,False
028_rotated.jpg,lot,False,False
028_rotated.jpg,quantity,False,False
028_rotated.jpg,unit,False,False
028_rotated.jpg,serial,False,False
028_rotated.jpg,po_number,False,False
028_rotated.jpg,barcode,False,False
029_rotated.jpg,sku,False,False
029_rotated.jpg,lot,False,False
029_rotated.jpg,quantity,False,False
029_rotated.jpg,unit,False,False
029_rotated.jpg,serial,False,False
029_rotated.jpg,po_number,False,False
029_rotated.jpg,barcode,False,False
030_rotated.jpg,sku,False,False
030_rotated.jpg,lot,False,False
030_rotated.jpg,quantity,False,False
030_rotated.jpg,unit,False,False
030_rotated.jpg,serial,False,False
030_rotated.jpg,po_number,False,False
030_rotated.jpg,barcode,False,False
031_damaged.jpg,sku,False,False
031_damaged.jpg,lot,False,False
031_damaged.jpg,quantity,False,False
031_damaged.jpg,unit,False,False
031_damaged.jpg,serial,False,False
031_damaged.jpg,po_number,False,False
031_damaged.jpg,barcode,False,False
032_small_text.jpg,sku,False,False
032_small_text.jpg,lot,False,False
032_small_text.jpg,quantity,False,False
032_small_text.jpg,unit,False,False
032_small_text.jpg,serial,False,False
032_small_text.jpg,po_number,False,False
032_small_text.jpg,barcode,False,False
033_dark.jpg,sku,False,False
033_dark.jpg,lot,False,False
033_dark.jpg,quantity,False,False
033_dark.jpg,unit,False,False
033_dark.jpg,serial,False,False
033_dark.jpg,po_number,False,False
033_dark.jpg,barcode,False,False
034_blur.jpg,sku,False,False
034_blur.jpg,lot,False,False
034_blur.jpg,quantity,False,False
034_blur.jpg,unit,False,False
034_blur.jpg,serial,False,False
034_blur.jpg,po_number,False,False
034_blur.jpg,barcode,False,False
035_dark.jpg,sku,False,False
035_dark.jpg,lot,False,False
035_dark.jpg,quantity,False,False
035_dark.jpg,unit,False,False
035_dark.jpg,serial,False,False
035_dark.jpg,po_number,False,False
035_dark.jpg,barcode,False,False
036_small_text.jpg,sku,False,False
036_small_text.jpg,lot,False,False
036_small_text.jpg,quantity,False,False
036_small_text.jpg,unit,False,False
036_small_text.jpg,serial,False,False
036_small_text.jpg,po_number,False,False
036_small_text.jpg,barcode,False,False
037_small_text.jpg,sku,False,False
037_small_text.jpg,lot,False,False
037_small_text.jpg,quantity,False,False
037_small_text.jpg,unit,False,False
037_small_text.jpg,serial,False,False
037_small_text.jpg,po_number,False,False
037_small_text.jpg,barcode,False,False
038_clear.jpg,sku,False,False
038_clear.jpg,lot,False,False
038_clear.jpg,quantity,False,False
038_clear.jpg,unit,False,False
038_clear.jpg,serial,False,False
038_clear.jpg,po_number,False,False
038_clear.jpg,barcode,False,False
039_vietnamese_mixed.jpg,sku,False,False
039_vietnamese_mixed.jpg,lot,False,False
039_vietnamese_mixed.jpg,quantity,False,False
039_vietnamese_mixed.jpg,unit,False,False
039_vietnamese_mixed.jpg,serial,False,False
039_vietnamese_mixed.jpg,po_number,False,False
039_vietnamese_mixed.jpg,barcode,False,False
040_small_text.jpg,sku,False,False
040_small_text.jpg,lot,False,False
040_small_text.jpg,quantity,False,False
040_small_text.jpg,unit,False,False
040_small_text.jpg,serial,False,False
040_small_text.jpg,po_number,False,False
040_small_text.jpg,barcode,False,False
041_small_text.jpg,sku,False,False
041_small_text.jpg,lot,False,False
041_small_text.jpg,quantity,False,False
041_small_text.jpg,unit,False,False
041_small_text.jpg,serial,False,False
041_small_text.jpg,po_number,False,False
041_small_text.jpg,barcode,False,False
042_small_text.jpg,sku,False,False
042_small_text.jpg,lot,False,False
042_small_text.jpg,quantity,False,False
042_small_text.jpg,unit,False,False
042_small_text.jpg,serial,False,False
042_small_text.jpg,po_number,False,False
042_small_text.jpg,barcode,False,False
043_vietnamese_mixed.jpg,sku,False,False
043_vietnamese_mixed.jpg,lot,False,False
043_vietnamese_mixed.jpg,quantity,False,False
043_vietnamese_mixed.jpg,unit,False,False
043_vietnamese_mixed.jpg,serial,False,False
043_vietnamese_mixed.jpg,po_number,False,False
043_vietnamese_mixed.jpg,barcode,False,False
044_clear.jpg,sku,False,False
044_clear.jpg,lot,False,False
044_clear.jpg,quantity,False,False
044_clear.jpg,unit,False,False
044_clear.jpg,serial,False,False
044_clear.jpg,po_number,False,False
044_clear.jpg,barcode,False,False
045_clear.jpg,sku,False,False
045_clear.jpg,lot,False,False
045_clear.jpg,quantity,False,False
045_clear.jpg,unit,False,False
045_clear.jpg,serial,False,False
045_clear.jpg,po_number,False,False
045_clear.jpg,barcode,False,False
046_dark.jpg,sku,False,False
046_dark.jpg,lot,False,False
046_dark.jpg,quantity,False,False
046_dark.jpg,unit,False,False
046_dark.jpg,serial,False,False
046_dark.jpg,po_number,False,False
046_dark.jpg,barcode,False,False
047_clear.jpg,sku,False,False
047_clear.jpg,lot,False,False
047_clear.jpg,quantity,False,False
047_clear.jpg,unit,False,False
047_clear.jpg,serial,False,False
047_clear.jpg,po_number,False,False
047_clear.jpg,barcode,False,False
048_rotated.jpg,sku,False,False
048_rotated.jpg,lot,False,False
048_rotated.jpg,quantity,False,False
048_rotated.jpg,unit,False,False
048_rotated.jpg,serial,False,False
048_rotated.jpg,po_number,False,False
048_rotated.jpg,barcode,False,False
049_rotated.jpg,sku,False,False
049_rotated.jpg,lot,False,False
049_rotated.jpg,quantity,False,False
049_rotated.jpg,unit,False,False
049_rotated.jpg,serial,False,False
049_rotated.jpg,po_number,False,False
049_rotated.jpg,barcode,False,False
050_damaged.jpg,sku,False,False
050_damaged.jpg,lot,False,False
050_damaged.jpg,quantity,False,False
050_damaged.jpg,unit,False,False
050_damaged.jpg,serial,False,False
050_damaged.jpg,po_number,False,False
050_damaged.jpg,barcode,False,False
051_blur.jpg,sku,False,False
051_blur.jpg,lot,False,False
051_blur.jpg,quantity,False,False
051_blur.jpg,unit,False,False
051_blur.jpg,serial,False,False
051_blur.jpg,po_number,False,False
051_blur.jpg,barcode,False,False
052_clear.jpg,sku,False,False
052_clear.jpg,lot,False,False
052_clear.jpg,quantity,False,False
052_clear.jpg,unit,False,False
052_clear.jpg,serial,False,False
052_clear.jpg,po_number,False,False
052_clear.jpg,barcode,False,False
053_blur.jpg,sku,False,False
053_blur.jpg,lot,False,False
053_blur.jpg,quantity,False,False
053_blur.jpg,unit,False,False
053_blur.jpg,serial,False,False
053_blur.jpg,po_number,False,False
053_blur.jpg,barcode,False,False
054_reflection.jpg,sku,False,False
054_reflection.jpg,lot,False,False
054_reflection.jpg,quantity,False,False
054_reflection.jpg,unit,False,False
054_reflection.jpg,serial,False,False
054_reflection.jpg,po_number,False,False
054_reflection.jpg,barcode,False,False
055_small_text.jpg,sku,False,False
055_small_text.jpg,lot,False,False
055_small_text.jpg,quantity,False,False
055_small_text.jpg,unit,False,False
055_small_text.jpg,serial,False,False
055_small_text.jpg,po_number,False,False
055_small_text.jpg,barcode,False,False
056_blur.jpg,sku,False,False
056_blur.jpg,lot,False,False
056_blur.jpg,quantity,False,False
056_blur.jpg,unit,False,False
056_blur.jpg,serial,False,False
056_blur.jpg,po_number,False,False
056_blur.jpg,barcode,False,False
057_damaged.jpg,sku,False,False
057_damaged.jpg,lot,False,False
057_damaged.jpg,quantity,False,False
057_damaged.jpg,unit,False,False
057_damaged.jpg,serial,False,False
057_damaged.jpg,po_number,False,False
057_damaged.jpg,barcode,False,False
058_reflection.jpg,sku,False,False
058_reflection.jpg,lot,False,False
058_reflection.jpg,quantity,False,False
058_reflection.jpg,unit,False,False
058_reflection.jpg,serial,False,False
058_reflection.jpg,po_number,False,False
058_reflection.jpg,barcode,False,False
059_clear.jpg,sku,False,False
059_clear.jpg,lot,False,False
059_clear.jpg,quantity,False,False
059_clear.jpg,unit,False,False
059_clear.jpg,serial,False,False
059_clear.jpg,po_number,False,False
059_clear.jpg,barcode,False,False
060_rotated.jpg,sku,False,False
060_rotated.jpg,lot,False,False
060_rotated.jpg,quantity,False,False
060_rotated.jpg,unit,False,False
060_rotated.jpg,serial,False,False
060_rotated.jpg,po_number,False,False
060_rotated.jpg,barcode,False,False
061_damaged.jpg,sku,False,False
061_damaged.jpg,lot,False,False
061_damaged.jpg,quantity,False,False
061_damaged.jpg,unit,False,False
061_damaged.jpg,serial,False,False
061_damaged.jpg,po_number,False,False
061_damaged.jpg,barcode,False,False
062_dark.jpg,sku,False,False
062_dark.jpg,lot,False,False
062_dark.jpg,quantity,False,False
062_dark.jpg,unit,False,False
062_dark.jpg,serial,False,False
062_dark.jpg,po_number,False,False
062_dark.jpg,barcode,False,False
063_reflection.jpg,sku,False,False
063_reflection.jpg,lot,False,False
063_reflection.jpg,quantity,False,False
063_reflection.jpg,unit,False,False
063_reflection.jpg,serial,False,False
063_reflection.jpg,po_number,False,False
063_reflection.jpg,barcode,False,False
064_damaged.jpg,sku,False,False
064_damaged.jpg,lot,False,False
064_damaged.jpg,quantity,False,False
064_damaged.jpg,unit,False,False
064_damaged.jpg,serial,False,False
064_damaged.jpg,po_number,False,False
064_damaged.jpg,barcode,False,False
065_small_text.jpg,sku,False,False
065_small_text.jpg,lot,False,False
065_small_text.jpg,quantity,False,False
065_small_text.jpg,unit,False,False
065_small_text.jpg,serial,False,False
065_small_text.jpg,po_number,False,False
065_small_text.jpg,barcode,False,False
066_clear.jpg,sku,False,False
066_clear.jpg,lot,False,False
066_clear.jpg,quantity,False,False
066_clear.jpg,unit,False,False
066_clear.jpg,serial,False,False
066_clear.jpg,po_number,False,False
066_clear.jpg,barcode,False,False
067_reflection.jpg,sku,False,False
067_reflection.jpg,lot,False,False
067_reflection.jpg,quantity,False,False
067_reflection.jpg,unit,False,False
067_reflection.jpg,serial,False,False
067_reflection.jpg,po_number,False,False
067_reflection.jpg,barcode,False,False
068_rotated.jpg,sku,False,False
068_rotated.jpg,lot,False,False
068_rotated.jpg,quantity,False,False
068_rotated.jpg,unit,False,False
068_rotated.jpg,serial,False,False
068_rotated.jpg,po_number,False,False
068_rotated.jpg,barcode,False,False
069_small_text.jpg,sku,False,False
069_small_text.jpg,lot,False,False
069_small_text.jpg,quantity,False,False
069_small_text.jpg,unit,False,False
069_small_text.jpg,serial,False,False
069_small_text.jpg,po_number,False,False
069_small_text.jpg,barcode,False,False
070_reflection.jpg,sku,False,False
070_reflection.jpg,lot,False,False
070_reflection.jpg,quantity,False,False
070_reflection.jpg,unit,False,False
070_reflection.jpg,serial,False,False
070_reflection.jpg,po_number,False,False
070_reflection.jpg,barcode,False,False
071_clear.jpg,sku,False,False
071_clear.jpg,lot,False,False
071_clear.jpg,quantity,False,False
071_clear.jpg,unit,False,False
071_clear.jpg,serial,False,False
071_clear.jpg,po_number,False,False
071_clear.jpg,barcode,False,False
072_dark.jpg,sku,False,False
072_dark.jpg,lot,False,False
072_dark.jpg,quantity,False,False
072_dark.jpg,unit,False,False
072_dark.jpg,serial,False,False
072_dark.jpg,po_number,False,False
072_dark.jpg,barcode,False,False
073_small_text.jpg,sku,False,False
073_small_text.jpg,lot,False,False
073_small_text.jpg,quantity,False,False
073_small_text.jpg,unit,False,False
073_small_text.jpg,serial,False,False
073_small_text.jpg,po_number,False,False
073_small_text.jpg,barcode,False,False
074_blur.jpg,sku,False,False
074_blur.jpg,lot,False,False
074_blur.jpg,quantity,False,False
074_blur.jpg,unit,False,False
074_blur.jpg,serial,False,False
074_blur.jpg,po_number,False,False
074_blur.jpg,barcode,False,False
075_rotated.jpg,sku,False,False
075_rotated.jpg,lot,False,False
075_rotated.jpg,quantity,False,False
075_rotated.jpg,unit,False,False
075_rotated.jpg,serial,False,False
075_rotated.jpg,po_number,False,False
075_rotated.jpg,barcode,False,False
076_vietnamese_mixed.jpg,sku,False,False
076_vietnamese_mixed.jpg,lot,False,False
076_vietnamese_mixed.jpg,quantity,False,False
076_vietnamese_mixed.jpg,unit,False,False
076_vietnamese_mixed.jpg,serial,False,False
076_vietnamese_mixed.jpg,po_number,False,False
076_vietnamese_mixed.jpg,barcode,False,False
077_rotated.jpg,sku,False,False
077_rotated.jpg,lot,False,False
077_rotated.jpg,quantity,False,False
077_rotated.jpg,unit,False,False
077_rotated.jpg,serial,False,False
077_rotated.jpg,po_number,False,False
077_rotated.jpg,barcode,False,False
078_rotated.jpg,sku,False,False
078_rotated.jpg,lot,False,False
078_rotated.jpg,quantity,False,False
078_rotated.jpg,unit,False,False
078_rotated.jpg,serial,False,False
078_rotated.jpg,po_number,False,False
078_rotated.jpg,barcode,False,False
079_clear.jpg,sku,False,False
079_clear.jpg,lot,False,False
079_clear.jpg,quantity,False,False
079_clear.jpg,unit,False,False
079_clear.jpg,serial,False,False
079_clear.jpg,po_number,False,False
079_clear.jpg,barcode,False,False
080_clear.jpg,sku,False,False
080_clear.jpg,lot,False,False
080_clear.jpg,quantity,False,False
080_clear.jpg,unit,False,False
080_clear.jpg,serial,False,False
080_clear.jpg,po_number,False,False
080_clear.jpg,barcode,False,False
081_rotated.jpg,sku,False,False
081_rotated.jpg,lot,False,False
081_rotated.jpg,quantity,False,False
081_rotated.jpg,unit,False,False
081_rotated.jpg,serial,False,False
081_rotated.jpg,po_number,False,False
081_rotated.jpg,barcode,False,False
082_clear.jpg,sku,False,False
082_clear.jpg,lot,False,False
082_clear.jpg,quantity,False,False
082_clear.jpg,unit,False,False
082_clear.jpg,serial,False,False
082_clear.jpg,po_number,False,False
082_clear.jpg,barcode,False,False
083_rotated.jpg,sku,False,False
083_rotated.jpg,lot,False,False
083_rotated.jpg,quantity,False,False
083_rotated.jpg,unit,False,False
083_rotated.jpg,serial,False,False
083_rotated.jpg,po_number,False,False
083_rotated.jpg,barcode,False,False
084_clear.jpg,sku,False,False
084_clear.jpg,lot,False,False
084_clear.jpg,quantity,False,False
084_clear.jpg,unit,False,False
084_clear.jpg,serial,False,False
084_clear.jpg,po_number,False,False
084_clear.jpg,barcode,False,False
085_clear.jpg,sku,False,False
085_clear.jpg,lot,False,False
085_clear.jpg,quantity,False,False
085_clear.jpg,unit,False,False
085_clear.jpg,serial,False,False
085_clear.jpg,po_number,False,False
085_clear.jpg,barcode,False,False
086_clear.jpg,sku,False,False
086_clear.jpg,lot,False,False
086_clear.jpg,quantity,False,False
086_clear.jpg,unit,False,False
086_clear.jpg,serial,False,False
086_clear.jpg,po_number,False,False
086_clear.jpg,barcode,False,False
087_vietnamese_mixed.jpg,sku,False,False
087_vietnamese_mixed.jpg,lot,False,False
087_vietnamese_mixed.jpg,quantity,False,False
087_vietnamese_mixed.jpg,unit,False,False
087_vietnamese_mixed.jpg,serial,False,False
087_vietnamese_mixed.jpg,po_number,False,False
087_vietnamese_mixed.jpg,barcode,False,False
088_blur.jpg,sku,False,False
088_blur.jpg,lot,False,False
088_blur.jpg,quantity,False,False
088_blur.jpg,unit,False,False
088_blur.jpg,serial,False,False
088_blur.jpg,po_number,False,False
088_blur.jpg,barcode,False,False
089_reflection.jpg,sku,False,False
089_reflection.jpg,lot,False,False
089_reflection.jpg,quantity,False,False
089_reflection.jpg,unit,False,False
089_reflection.jpg,serial,False,False
089_reflection.jpg,po_number,False,False
089_reflection.jpg,barcode,False,False
090_clear.jpg,sku,False,False
090_clear.jpg,lot,False,False
090_clear.jpg,quantity,False,False
090_clear.jpg,unit,False,False
090_clear.jpg,serial,False,False
090_clear.jpg,po_number,False,False
090_clear.jpg,barcode,False,False
091_reflection.jpg,sku,False,False
091_reflection.jpg,lot,False,False
091_reflection.jpg,quantity,False,False
091_reflection.jpg,unit,False,False
091_reflection.jpg,serial,False,False
091_reflection.jpg,po_number,False,False
091_reflection.jpg,barcode,False,False
092_damaged.jpg,sku,False,False
092_damaged.jpg,lot,False,False
092_damaged.jpg,quantity,False,False
092_damaged.jpg,unit,False,False
092_damaged.jpg,serial,False,False
092_damaged.jpg,po_number,False,False
092_damaged.jpg,barcode,False,False
093_dark.jpg,sku,False,False
093_dark.jpg,lot,False,False
093_dark.jpg,quantity,False,False
093_dark.jpg,unit,False,False
093_dark.jpg,serial,False,False
093_dark.jpg,po_number,False,False
093_dark.jpg,barcode,False,False
094_small_text.jpg,sku,False,False
094_small_text.jpg,lot,False,False
094_small_text.jpg,quantity,False,False
094_small_text.jpg,unit,False,False
094_small_text.jpg,serial,False,False
094_small_text.jpg,po_number,False,False
094_small_text.jpg,barcode,False,False
095_clear.jpg,sku,False,False
095_clear.jpg,lot,False,False
095_clear.jpg,quantity,False,False
095_clear.jpg,unit,False,False
095_clear.jpg,serial,False,False
095_clear.jpg,po_number,False,False
095_clear.jpg,barcode,False,False
096_vietnamese_mixed.jpg,sku,False,False
096_vietnamese_mixed.jpg,lot,False,False
096_vietnamese_mixed.jpg,quantity,False,False
096_vietnamese_mixed.jpg,unit,False,False
096_vietnamese_mixed.jpg,serial,False,False
096_vietnamese_mixed.jpg,po_number,False,False
096_vietnamese_mixed.jpg,barcode,False,False
097_dark.jpg,sku,False,False
097_dark.jpg,lot,False,False
097_dark.jpg,quantity,False,False
097_dark.jpg,unit,False,False
097_dark.jpg,serial,False,False
097_dark.jpg,po_number,False,False
097_dark.jpg,barcode,False,False
098_reflection.jpg,sku,False,False
098_reflection.jpg,lot,False,False
098_reflection.jpg,quantity,False,False
098_reflection.jpg,unit,False,False
098_reflection.jpg,serial,False,False
098_reflection.jpg,po_number,False,False
098_reflection.jpg,barcode,False,False
099_small_text.jpg,sku,False,False
099_small_text.jpg,lot,False,False
099_small_text.jpg,quantity,False,False
099_small_text.jpg,unit,False,False
099_small_text.jpg,serial,False,False
099_small_text.jpg,po_number,False,False
099_small_text.jpg,barcode,False,False
100_vietnamese_mixed.jpg,sku,False,False
100_vietnamese_mixed.jpg,lot,False,False
100_vietnamese_mixed.jpg,quantity,False,False
100_vietnamese_mixed.jpg,unit,False,False
100_vietnamese_mixed.jpg,serial,False,False
100_vietnamese_mixed.jpg,po_number,False,False
100_vietnamese_mixed.jpg,barcode,False,False
